Lab_ID,Lab_Title,Objective,Commands,Command_Details,Task_Headers,Task_Count,Command_Count,CCNA_Topics
76,Configure the Enable Password,Devices on a network should be protected with passwords to prevent unauthorized individuals from accessing and modifying those devices. One of the passwords that can be used to protect Cisco devices is the enable password. The enable password protects access to privileged EXEC mode on a Cisco device.,configure terminal; enable; enable password password; exit; show running-config,"• configure terminal — enters global configuration mode from privileged EXEC mode
• enable — enters privileged EXEC mode
• enable password password — sets the enable password
• exit — exits one level in the menu structure
• show running-config — displays the active configuration file",Task 1: Configure the Enable Password | Task 2: Modify the Enable Password,2,5,"Device Basics, Password Security"
77,Configure the Enable Secret Password,"By default, the enable password is stored as unencrypted clear text. The enable secret command is a more secure method of protecting access to privileged EXEC mode because it stores the password as a Message Digest 5 (MD5) hash. In this lab, you will learn how to configure an encrypted enable secret password on a Cisco device by using the enable secret command.",configure terminal; enable; enable secret password; exit; show running-config,"• configure terminal — enters global configuration mode from privileged EXEC mode
• enable — enters privileged EXEC mode
• enable secret password — sets the enable secret password
• exit — exits one level in the menu structure
• show running-config — displays the active configuration file",Task 1: Configure the Enable Secret Password | Task 2: Copy the Enable Secret Password,2,5,"Device Basics, Password Security"
78,Configure Local User Accounts,"The enable password, enable secret password, console port password, and virtual terminal (VTY) line password are shared passwords; if multiple people want to be able to log in to a Cisco device, they must all share these passwords. However, you can configure local user accounts to allow granular administration of Cisco devices. In this way, you can create a separate account for each user, each with its own password.",configure terminal; enable; end; exit,"• configure terminal — enters global configuration mode from privileged EXEC mode
• enable — enters privileged EXEC mode
• end — ends and exits configuration mode
• exit — exits one level in the menu structure",Task 1: Configure Local User Accounts | Task 2: Configure the Console Port and VTY Lines,2,4,"Device Basics, Password Security"
79,Secure the Console and VTY Ports,"The enable password and the enable secret password protect access to privileged EXEC mode but do not protect access to user EXEC mode. To protect access to user EXEC mode, you need to configure password protection for the console port and virtual terminal (VTY) lines. The console port is used for local administration of Cisco devices, and VTY lines are used for remote administration of Cisco devices.",configure terminal; enable; end; exit,"• configure terminal — enters global configuration mode from privileged EXEC mode
• enable — enters privileged EXEC mode
• end — ends and exits configuration mode
• exit — exits one level in the menu structure",Task 1: Configure Password Protection for the Console Port | Task 2: Configure Password Protection for the VTY Lines,2,4,"Device Basics, Password Security"
80,Encrypt Passwords on a Cisco Device,"Most passwords that are configured on Cisco devices are not encrypted by default. Because the passwords are stored in an unencrypted state, anyone who can access the configuration files will have access to the stored passwords. However, you can issue the service password-encryption command to encrypt existing enable, console, or virtual terminal (VTY) passwords.",configure terminal; enable; enable password password; enable secret password; exit; no enable password,"• configure terminal — enters global configuration mode from privileged EXEC mode
• enable — enters privileged EXEC mode
• enable password password — sets the enable password
• enable secret password — sets the enable secret password
• exit — exits one level in the menu structure
• no enable password — removes the enable password",Task 1: Configure Password Encryption | Task 2: Verify Password Encryption | Task 3: Remove Password Encryption,3,6,"Device Basics, Password Security"
81,Explore Password Complexity,"Passwords can be vulnerable to hacking, especially if those passwords are short, are reused in multiple locations, and use obvious words or personal information. Complex passwords ensure that passwords remain secure because they are difficult to crack. To increase password security, Cisco recommends that users change passwords frequently.",configure terminal; enable; enable password password; exit; no enable password; show running-config; username name password password,"• configure terminal — enters global configuration mode from privileged EXEC mode
• enable — enters privileged EXEC mode
• enable password password — sets the enable password
• exit — exits one level in the menu structure
• no enable password — removes the enable password
• show running-config — displays the active configuration file
• username name password password — creates a local user name and password pair",Task 1: Recognize Vulnerable Passwords | Task 2: Improve Password Security,2,7,"Device Basics, Password Security"
82,Explore and Configure Standard Numbered ACLs,"Learn to configure standard access control lists (ACLs). Configure the appropriate settings on Router1, Router2, and Router4.",access-list access-list-number {deny | permit} source-address source-wildcard; configure terminal; enable; end; exit; interface type number; ip access-group {access-list-number | access-list-name} {in | out}; ping ip-address; show access-lists [access-list-number | access-list-name]; show ip interface [type number]; show running-config,"• access-list access-list-number {deny | permit} source-address source-wildcard — creates an ACL that denies or permits Internet Protocol (IP) traffic from the specified address or address range
• configure terminal — enters global configuration mode from privileged EXEC mode
• enable — enters privileged EXEC mode
• end — ends and exits configuration mode
• exit — exits one level in the menu structure
• interface type number — changes from global configuration mode to interface configuration mode
• ip access-group {access-list-number | access-list-name} {in | out} — controls access to an interface
• ping ip-address — sends an Internet Control Message Protocol (ICMP) Echo Request to the specified address
• show access-lists [access-list-number | access-list-name] — displays the contents of current ACLs
• show ip interface [type number] — displays IP information for an interface
• show running-config — displays the active configuration file",Task 1: Configure Standard ACLs | Task 2: Edit Standard ACLs | Task 3: Verify ACLs,3,11,"ACLs, Device Basics, Interface Configuration"
83,Explore and Configure Extended Numbered ACLs,"Learn to configure extended access control lists (ACLs). Verify the ACLs by using show commands and network connectivity tests. Configure the appropriate settings on Router1, Router2, and Router4.",access-list access-list-number {deny | permit} protocol source source-wildcard [operator [port]] destination destination-wildcard [operator [port]] [log]; configure terminal; disconnect {ip-address | console}; enable; end; exit; interface type number; ip access-group {access-list-number | access-list-name} {in | out},"• access-list access-list-number {deny | permit} protocol source source-wildcard [operator [port]] destination destination-wildcard [operator [port]] [log] — defines an extended IP access control list (ACL) for the traffic type specified by the protocol parameter
• configure terminal — enters global configuration mode from privileged EXEC mode
• disconnect {ip-address | console} — closes an active console port or Telnet session
• enable — enters privileged EXEC mode
• end — ends and exits configuration mode
• exit — exits one level in the menu structure
• interface type number — changes from global configuration mode to interface configuration mode
• ip access-group {access-list-number | access-list-name} {in | out} — controls access to an interface",Task 1: Configure Extended ACLs | Task 2: Verify Extended ACLs,2,8,"ACLs, Device Basics, Interface Configuration, NAT"
84,Explore and Configured Numbered IP ACLs,Build standard and extended Internet Protocol (IP) access control lists (ACLs) to filter inbound traffic on Router1’s Serial 0/0 interface.,access-list access-list-number {deny | permit} source-address source-wildcard; access-list access-list-number {deny | permit} protocol source source-wildcard [operator [port]] destination destination-wildcard [operator [port]]; configure terminal; enable; end; exit; interface type number; ip access-group {access-list-number | access-list-name} {in | out}; ping ip-address; show running-config; telnet ip-address,"• access-list access-list-number {deny | permit} source-address source-wildcard — creates an access list that denies or permits IP traffic from the specified address or address range
• access-list access-list-number {deny | permit} protocol source source-wildcard [operator [port]] destination destination-wildcard [operator [port]] — defines an extended IP ACL for the traffic type specified by the protocol parameter
• configure terminal — enters global configuration mode from privileged EXEC mode
• enable — enters privileged EXEC mode
• end — ends and exits configuration mode
• exit — exits one level in the menu structure
• interface type number — changes from global configuration mode to interface configuration mode
• ip access-group {access-list-number | access-list-name} {in | out} — controls access to an interface
• ping ip-address — sends an Internet Control Message Protocol (ICMP) Echo Request to the specified address
• show running-config — displays the active configuration file
• telnet ip-address — starts the terminal emulation program from a PC, router, or switch that permits you to access devices remotely over the network",Task 1: Configure Numbered IP ACLs,1,11,"ACLs, Device Basics, Interface Configuration, NAT"
85,Configure Standard Named ACLs,"There are three basic types of Internet Protocol (IP) access control lists (ACLs): standard ACLs, extended ACLs, and named ACLs. Named ACLs can be either standard ACLs or extended ACLs. They are identified by a string of characters and the keyword standard or the keyword extended.",access-class {access-list-number | access-list-name} {in | out}; configure terminal; [sequence-number] [deny | permit] [host ip-address | source source-wildcard | any] [log | log-input]; deny any; enable; end; exit; ip access-list {standard | extended} access-list-name,"• access-class {access-list-number | access-list-name} {in | out} — restricts incoming and outgoing connections between a particular virtual terminal (VTY) and the addresses in an access list
• configure terminal — enters global configuration mode from privileged EXEC mode
• [sequence-number] [deny | permit] [host ip-address | source source-wildcard | any] [log | log-input] — specifies conditions under which a packet cannot pass the access list
• deny any — denies any packets not explicitly permitted by an ACL
• enable — enters privileged EXEC mode
• end — ends and exits configuration mode
• exit — exits one level in the menu structure
• ip access-list {standard | extended} access-list-name — defines an IP access list by name",Task 1: Configure a Named Standard ACL for Router1 | Task 2: Configure Named Standard ACLs on Switch1 and Switch2,2,8,"ACLs, Device Basics"
86,Configure Extended Named ACLs,"There are three basic types of Internet Protocol (IP) access control lists (ACLs): standard ACLs, extended ACLs, and named ACLs. Named ACLs can be either standard ACLs or extended ACLs. They are identified by a string of characters and the keyword standard or the keyword extended.",configure terminal; enable; end; exit; interface type number; ip access-group {access-list-number | access-list-name} {in | out}; ip access-list {standard | extended} access-list-name; [sequence-number] permit {protocol} {any | source source-wildcard} {any | destination destination-wildcard} [operator [port]] [log]; {permit | deny} protocol {any | host source | source source-wildcard} {any | host destination | destination destination-wildcard} [log]; ping ip-address; show running-config,"• configure terminal — enters global configuration mode from privileged EXEC mode
• enable — enters privileged EXEC mode
• end — ends and exits configuration mode
• exit — exits one level in the menu structure
• interface type number — changes from global configuration mode to interface configuration mode
• ip access-group {access-list-number | access-list-name} {in | out} — controls access to an interface
• ip access-list {standard | extended} access-list-name — defines an IP access list by name
• [sequence-number] permit {protocol} {any | source source-wildcard} {any | destination destination-wildcard} [operator [port]] [log] — sets condition to allow packets for a specific protocol to pass a named access list
• {permit | deny} protocol {any | host source | source source-wildcard} {any | host destination | destination destination-wildcard} [log] — defines an extended IP ACL
• ping ip-address — sends an Internet Control Message Protocol (ICMP) Echo Request to the specified address
• show running-config — displays the active configuration file",Task 1: Configure a Named ACL | Task 2: Verify Named ACLs,2,11,"ACLs, Device Basics, Interface Configuration, NAT"
87,Explore and Configure Port Security,"By default, every network interface on a Cisco switch is an active port. Before you deploy a switch on a network, you should take steps to ensure that every trunk port and access port on the switch is secured and that every unused port on the switch is disabled. To protect switch interfaces against Media Access Control (MAC) flooding attacks, you should enable port security on all access mode interfaces on the switch.",configure terminal; enable; end; exit; interface type number; interface range type/number - number; ipconfig /all; show ip interface brief; show port-security [interface type number]; show running-config; show running-config interface type number; shutdown; no shutdown; switchport mode {access | dynamic {auto | desirable} | trunk}; switchport port-security; switchport port-security mac-address mac-address; switchport port-security maximum value; switchport port-security violation {protect | restrict | shutdown},"• configure terminal — enters global configuration mode from privileged EXEC mode
• enable — enters privileged EXEC mode
• end — ends and exits configuration mode
• exit — exits one level in the menu structure
• interface type number — changes from global configuration mode to interface configuration mode
• interface range type/number - number — changes from global configuration mode to interface range configuration mode
• ipconfig /all — is used in NetSim to display the Internet Protocol (IP) addresses and MAC address on a workstation
• show ip interface brief — displays a summary of interface states on a device
• show port-security [interface type number] — displays port-security settings for an interface or for the switch
• show running-config — displays the active configuration file
• show running-config interface type number — displays the specified interface’s active configuration file
• shutdown; no shutdown — disables an interface; enables an interface
• switchport mode {access | dynamic {auto | desirable} | trunk} — configures the virtual local area network (VLAN) membership mode of a port
• switchport port-security — enables port security on an interface
• switchport port-security mac-address mac-address — specifies a secure MAC address for a port
• switchport port-security maximum value — sets the maximum number of secure MAC addresses for an interface
• switchport port-security violation {protect | restrict | shutdown} — sets the security violation mode or the action to be taken if port security is violated",Task 1: Examine Switch1 Port Security | Task 2: Configure Port Security,2,17,"Device Basics, IPv4 Addressing, Interface Configuration, Port Security"
88,Explore AAA,"Access controls use varying methods of Authentication, Authorization, and Accounting (AAA) to verify the identity of a user, prevent unauthorized access to sensitive data, and record user activity on a system. External AAA servers, such as a Remote Authentication Dial-In User Service (RADIUS) server or a Terminal Access Controller Access-Control System Plus (TACACS+) server, remove the burden of authentication from local devices by centralizing identity-based authentication for an entire network regardless of the network location of the device that is requesting the network service or the device that is hosting the service. In this lab, you will explore AAA on Cisco devices.",aaa authentication ppp authentication-list tacacs local; aaa new-model; clock rate clock-rate; configure terminal; enable; encapsulation ppp; end; exit; interface type number; ip address ip-address subnet-mask; network network-address; ppp authentication pap [authentication-list]; ppp pap sent-username user-name password password; router rip; show ip interface brief; show running-config; shutdown; no shutdown; tacacs-server host ip-address; tacacs-server key shared-key; tacacs-server timeout seconds; username name password password; version 2,"• aaa authentication ppp authentication-list tacacs local — configures TACACS authentication to be used first; if it errors out, then the local user database is used for authentication
• aaa new-model — enables the AAA model
• clock rate clock-rate — sets the clock rate for a Data Communications Equipment (DCE) interface
• configure terminal — enters global configuration mode from privileged EXEC mode
• enable — enters privileged EXEC mode
• encapsulation ppp — enables Point-to-Point Protocol (PPP) encapsulation
• end — ends and exits configuration mode
• exit — exits one level in the menu structure
• interface type number — changes from global configuration mode to interface configuration mode
• ip address ip-address subnet-mask — assigns an Internet Protocol (IP) address to an interface
• network network-address — activates the specified routing protocol on the specified network
• ppp authentication pap [authentication-list] — enables Password Authentication Protocol (PAP) authentication
• ppp pap sent-username user-name password password — determines which user name and password combination PAP sends as part of its authentication process
• router rip — enables Routing Information Protocol (RIP) routing
• show ip interface brief — displays a brief summary of interface status and configuration
• show running-config — displays the active configuration file
• shutdown; no shutdown — disables an interface; enables an interface
• tacacs-server host ip-address — identifies the TACACS+ server
• tacacs-server key shared-key — identifies the password required to use the TACACS+ server for AAA
• tacacs-server timeout seconds — sets the response timeout value in seconds
• username name password password — creates a local user name and password pair
• version 2 — enables RIP version 2 (RIPv2)",Task 1: Explore AAA,1,22,"AAA, Device Basics, IPv4 Addressing, Interface Configuration, Password Security, RIP"
89,Implement Passwords,"Devices on a network should be protected with passwords to prevent unauthorized individuals from accessing and modifying those devices. Passwords that can be used to protect privileged EXEC mode on Cisco devices are the enable password and the encrypted enable secret password. However, the enable password and the enable secret password do not protect access to user EXEC mode.",configure terminal; disable; enable; enable password password; enable secret password; end; exit,"• configure terminal — enters global configuration mode from privileged EXEC mode
• disable — returns to user EXEC mode
• enable — enters privileged EXEC mode
• enable password password — sets the enable password
• enable secret password — sets the enable secret password
• end — ends and exits configuration mode
• exit — exits one level in the menu structure",Task 1: Secure Privileged EXEC Mode | Task 2: Secure User EXEC Mode | Task 3: Encrypt All Passwords,3,7,"Device Basics, Password Security"
90,Implement Local User Accounts,"The enable password, enable secret password, console port password, and virtual terminal (VTY) line password are shared passwords. If multiple people want to be able to log into a Cisco device, they must all share these passwords. However, you can configure local user accounts to allow granular administration of Cisco devices.",configure terminal; enable; end; exit,"• configure terminal — enters global configuration mode from privileged EXEC mode
• enable — enters privileged EXEC mode
• end — ends and exits configuration mode
• exit — exits one level in the menu structure",Task 1: Configure Local User Accounts on Router1 | Task 2: Configure Local User Accounts on Switch1 and Switch2,2,4,"Device Basics, Password Security"
91,Implement Standard ACLs,"There are three basic types of Internet Protocol (IP) access control lists (ACLs): standard ACLs, extended ACLs, and named ACLs. Named ACLs can be either standard ACLs or extended ACLs. They are identified by a string of characters and the keyword standard or the keyword extended.",access-class {access-list-number | access-list-name} {in | out}; access-list access-list-number {deny | permit} source-address source-wildcard; configure terminal; [sequence-number] [deny | permit] [host ip-address | source source-wildcard | any] [log | log-input]; deny any; enable; end; exit; interface type number; ip access-group {access-list-number | access-list-name} {in | out}; ip access-list {standard | extended} access-list-number | access-list-name; ping ip-address; show access-lists [access-list-number | access-list-name]; show ip interface [type number]; show running-config,"• access-class {access-list-number | access-list-name} {in | out} — restricts incoming and outgoing connections between a particular virtual terminal (VTY) and the addresses in an access list
• access-list access-list-number {deny | permit} source-address source-wildcard — creates an ACL that denies or permits IP traffic from the specified address or address range
• configure terminal — enters global configuration mode from privileged EXEC mode
• [sequence-number] [deny | permit] [host ip-address | source source-wildcard | any] [log | log-input] — specifies conditions under which a packet cannot pass the access list
• deny any — denies any packets not explicitly permitted by an ACL
• enable — enters privileged EXEC mode
• end — ends and exits configuration mode
• exit — exits one level in the menu structure
• interface type number — changes from global configuration mode to interface configuration mode
• ip access-group {access-list-number | access-list-name} {in | out} — controls access to an interface
• ip access-list {standard | extended} access-list-number | access-list-name — defines an IP access list by name
• ping ip-address — sends an Internet Control Message Protocol (ICMP) Echo Request to the specified address
• show access-lists [access-list-number | access-list-name] — displays the contents of current ACLs
• show ip interface [type number] — displays IP information for an interface
• show running-config — displays the active configuration file",Task 1: Configure Standard Numbered ACLs | Task 2: Configure and Edit Standard Named ACLs,2,15,"ACLs, Device Basics, Interface Configuration"
92,Implement Extended ACLs,"There are three basic types of Internet Protocol (IP) access control lists (ACLs): standard ACLs, extended ACLs, and named ACLs. Named ACLs can be either standard ACLs or extended ACLs. They are identified by a string of characters and the keyword standard or the keyword extended.",access-class {access-list-number | access-list-name} {in | out}; access-list access-list-number {deny | permit} source-address source-wildcard; configure terminal; [sequence-number] [deny | permit] [host ip-address | source source-wildcard | any] [log | log-input]; deny any; enable; end; exit; interface type number; ip access-group {access-list-number | access-list-name} {in | out}; ip access-list {standard | extended} access-list-number | access-list-name; ping ip-address; show access-lists [access-list-number | access-list-name]; show ip interface [type number]; show running-config,"• access-class {access-list-number | access-list-name} {in | out} — restricts incoming and outgoing connections between a particular virtual terminal (VTY) and the addresses in an access list
• access-list access-list-number {deny | permit} source-address source-wildcard — creates an ACL that denies or permits IP traffic from the specified address or address range
• configure terminal — enters global configuration mode from privileged EXEC mode
• [sequence-number] [deny | permit] [host ip-address | source source-wildcard | any] [log | log-input] — specifies conditions under which a packet cannot pass the access list
• deny any — denies any packets not explicitly permitted by an ACL
• enable — enters privileged EXEC mode
• end — ends and exits configuration mode
• exit — exits one level in the menu structure
• interface type number — changes from global configuration mode to interface configuration mode
• ip access-group {access-list-number | access-list-name} {in | out} — controls access to an interface
• ip access-list {standard | extended} access-list-number | access-list-name — defines an IP access list by name
• ping ip-address — sends an Internet Control Message Protocol (ICMP) Echo Request to the specified address
• show access-lists [access-list-number | access-list-name] — displays the contents of current ACLs
• show ip interface [type number] — displays IP information for an interface
• show running-config — displays the active configuration file",Task 1: Configure Extended Numbered ACLs | Task 2: Configure and Edit Extended Named ACLs | Task 2: Configure and Edit Extended Named ACLs.,3,15,"ACLs, Device Basics, Interface Configuration"
93,Implement Port Security,"By default, every network interface on a Cisco switch is an active port. Before you deploy a switch on a network, you should take steps to ensure that every trunk port and access port on the switch is secured and that every unused port on the switch is disabled. To protect switch interfaces against Media Access Control (MAC) flooding attacks, you should enable port security on all access mode interfaces on the switch.",configure terminal; copy running-config startup-config; enable; end; exit; interface type number; interface range type/number - number; ipconfig /all; show interfaces type number; show interfaces trunk; show ip interface brief; show port-security [interface type number]; show running-config; show running-config interface type number; show vlan brief; shutdown; no shutdown; switchport mode {access | dynamic {auto | desirable} | trunk}; switchport port-security; switchport port-security mac-address mac-address; switchport port-security maximum value; switchport port-security violation {protect | restrict | shutdown},"• configure terminal — enters global configuration mode from privileged EXEC mode
• copy running-config startup-config — saves the configuration file
• enable — enters privileged EXEC mode
• end — ends and exits configuration mode
• exit — exits one level in the menu structure
• interface type number — changes from global configuration mode to interface configuration mode
• interface range type/number - number — changes from global configuration mode to interface range configuration mode
• ipconfig /all — is used in NetSim to display the Internet Protocol (IP) addresses and MAC address on a workstation
• show interfaces type number — displays information about interfaces
• show interfaces trunk — displays interface trunk information
• show ip interface brief — displays a summary of interface states on a device
• show port-security [interface type number] — displays port-security settings for an interface or for the switch
• show running-config — displays the active configuration file
• show running-config interface type number — displays the specified interface’s active configuration file
• show vlan brief — displays parameters for all virtual local area networks (VLANs); contains the VLAN’s name, status, and ports assigned to it
• shutdown; no shutdown — disables an interface; enables an interface
• switchport mode {access | dynamic {auto | desirable} | trunk} — configures the VLAN membership mode of a port
• switchport port-security — enables port security on an interface
• switchport port-security mac-address mac-address — specifies a secure MAC address for a port
• switchport port-security maximum value — sets the maximum number of secure MAC addresses for an interface
• switchport port-security violation {protect | restrict | shutdown} — sets the security violation mode or the action to be taken if port security is violated",Task 1: Disable Unused Ports on Switch1 and Switch2 | Task 2: Configure Port Security,2,21,"Device Basics, IPv4 Addressing, Interface Configuration, Port Security, VLANs"
94,Troubleshoot Port Security,Learn how to configure and troubleshoot port security on a switch.,configure terminal; enable; end; exit; interface type number; ipconfig /all; ping ip-address; show interfaces [type number]; show port-security [interface type number]; show running-config; show running-config interface type number; shutdown; no shutdown; switchport port-security; switchport port-security mac-address mac-address,"• configure terminal — enters global configuration mode from privileged EXEC mode
• enable — enters privileged EXEC mode
• end — ends and exits configuration mode
• exit — exits one level in the menu structure
• interface type number — changes from global configuration mode to interface configuration mode
• ipconfig /all — is used in NetSim to display the Internet Protocol (IP) addresses and Media Access Control (MAC) address on a workstation
• ping ip-address — sends an Internet Control Message Protocol (ICMP) Echo Request to the specified address
• show interfaces [type number] — displays statistics for interfaces on a device
• show port-security [interface type number] — displays port-security settings for an interface or for the switch
• show running-config — displays the active configuration file
• show running-config interface type number — displays the specified interface’s active configuration file
• shutdown; no shutdown — disables an interface; enables an interface
• switchport port-security — enables port security on an interface
• switchport port-security mac-address mac-address — specifies a secure MAC address for a port",Task 1: Verify the Port Security Configuration | Task 2: Correct the Port Security Configuration,2,14,"Device Basics, IPv4 Addressing, Interface Configuration, Port Security"
95,Troubleshoot ACLs,"Identify configuration issues, and use access control lists (ACLs) to fix problems throughout the example.com network. Ensure that all virtual local area networks (VLANs) with networks on Switch2 can ping all devices on the network by Internet Protocol (IP) address, by host name, and by fully qualified domain name (FQDN).",configure terminal; enable; end; exit; ip access-list {standard | extended} name; [sequence-number] {permit | deny} protocol source source-wildcard [operator port] destination destination-wildcard [operator port] [log]; ping {ip-address | host-name}; show access-lists [number | name]; show ip interface [type number]; show ip interface brief; show running-config; show vlan,"• configure terminal — enters global configuration mode from privileged EXEC mode
• enable — enters privileged EXEC mode
• end — ends and exits configuration mode
• exit — exits one level in the menu structure
• ip access-list {standard | extended} name — creates a named access list and places the router into ACL configuration mode
• [sequence-number] {permit | deny} protocol source source-wildcard [operator port] destination destination-wildcard [operator port] [log] — defines a sequential extended IP ACL statement
• ping {ip-address | host-name} — sends an Internet Control Message Protocol (ICMP) Echo Request to the specified address
• show access-lists [number | name] — displays the contents of current ACLs
• show ip interface [type number] — displays IP information for an interface
• show ip interface brief — displays a brief summary of interface status and configuration
• show running-config — displays the active configuration file
• show vlan — displays VLAN information","Task 1: Examine the Network, and Verify the Problem | Task 2: Repair the ACL Configuration | Task 3: Verify the ACL Configuration",3,12,"ACLs, Device Basics, Interface Configuration, NAT, VLANs"
96,Troubleshooting ACLs 1: Extended ACLs,Practice troubleshooting access control lists (ACLs) on Cisco routers. Verify the ACLs by using show commands and network connectivity tests.,[no] access-list access-list-number {deny | permit} protocol source source-wildcard [operator [port]] destination destination-wildcard [operator [port]]; configure terminal; enable; end; exit; ping ip-address; show access-lists [access-list-number | access-list-name]; show ip interface [type number]; show running-config; telnet ip-address,"• [no] access-list access-list-number {deny | permit} protocol source source-wildcard [operator [port]] destination destination-wildcard [operator [port]] — creates an Internet Protocol (IP) extended ACL; the no form removes the ACL
• configure terminal — enters global configuration mode from privileged EXEC mode
• enable — enters privileged EXEC mode
• end — ends and exits configuration mode
• exit — exits one level in the menu structure
• ping ip-address — sends an Internet Control Message Protocol (ICMP) Echo request to the specified address
• show access-lists [access-list-number | access-list-name] — displays the contents of current ACLs
• show ip interface [type number] — displays IP information for an interface
• show running-config — displays the active configuration file
• telnet ip-address — starts the terminal emulation program from a PC, router, or switch; permits you to access devices remotely over the network",Task 1: Practice Troubleshooting ACLs,1,10,"ACLs, Device Basics, Interface Configuration, NAT"
97,Troubleshooting ACLs 2: Standard ACLs,Practice troubleshooting access control lists (ACLs) on Cisco routers. Verify the ACLs by using show commands and network connectivity tests.,[no] access-list access-list-number {deny | permit} source-address source-wildcard; configure terminal; enable; end; exit; interface type number; [no] ip access-group {access-list-number | access-list-name} {in | out}; ping ip-address; show access-lists [access-list-number | access-list-name]; show ip interface [type number]; show running-config,"• [no] access-list access-list-number {deny | permit} source-address source-wildcard — creates an ACL that denies or permits Internet Protocol (IP) traffic from the specified address or address range; the no form removes the ACL
• configure terminal — enters global configuration mode from privileged EXEC mode
• enable — enters privileged EXEC mode
• end — ends and exits configuration mode
• exit — exits one level in the menu structure
• interface type number — changes from global configuration mode to interface configuration mode
• [no] ip access-group {access-list-number | access-list-name} {in | out} — controls access to an interface; the no form removes the configuration
• ping ip-address — sends an Internet Control Message Protocol (ICMP) Echo request to the specified address
• show access-lists [access-list-number | access-list-name] — displays the contents of current ACLs
• show ip interface [type number] — displays IP information for an interface
• show running-config — displays the active configuration file",Task 1: Practice Troubleshooting ACLs,1,11,"ACLs, Device Basics, Interface Configuration"
98,Troubleshooting ACLs 3: Named ACLs,Practice troubleshooting access control lists (ACLs) on Cisco routers. Verify the ACLs by using show commands and network connectivity tests.,[no] [sequence-number] deny {protocol} {any | source source-wildcard} {any | destination destination-wildcard} [operator [port]] [log]; [no] [sequence-number] permit {protocol} {any | source source-wildcard} {any | destination destination-wildcard} [operator [port]] [log]; configure terminal; enable; end; exit; ip access-list {standard | extended} access-list-name; ping ip-address; show access-lists [access-list-number | access-list-name]; show ip interface; show running-config; telnet ip-address,"• [no] [sequence-number] deny {protocol} {any | source source-wildcard} {any | destination destination-wildcard} [operator [port]] [log] — sets condition to deny packets for a specific protocol to pass a named access list; the no form removes the condition
• [no] [sequence-number] permit {protocol} {any | source source-wildcard} {any | destination destination-wildcard} [operator [port]] [log] — sets condition to allow packets for a specific protocol to pass a named access list; the no form removes the condition
• configure terminal — enters global configuration mode from privileged EXEC mode
• enable — enters privileged EXEC mode
• end — ends and exits configuration mode
• exit — exits one level in the menu structure
• ip access-list {standard | extended} access-list-name — defines an Internet Protocol (IP) access list by name
• ping ip-address — sends an Internet Control Message Protocol (ICMP) Echo request to the specified address
• show access-lists [access-list-number | access-list-name] — displays the contents of current ACLs
• show ip interface — displays IP information for an interface
• show running-config — displays the active configuration file
• telnet ip-address — starts the terminal emulation program from a PC, router, or switch; permits you to access devices remotely over the network",Task 1: Troubleshoot ACLs,1,12,"ACLs, Device Basics, Interface Configuration, NAT"
99,Boson CCNA Challenge Lab 5,"In this lab, you will configure Cisco security features on routers and switches. Password, encrypted passwords, user accounts with specific privileges, access control lists (ACLs), and port security all play a role in securing network devices. Ideally, you should complete this lab only after you have completed other labs that cover this material.",access-class {access-list-number | access-list-name} {in | out}; access-list access-list-number {deny | permit} source-address source-wildcard; configure terminal; [sequence-number] [deny | permit] [host ip-address | source source-wildcard | any] [log | log-input]; deny any; enable; enable password password; enable secret password; end; exit; interface type number; interface range type/number - number; ip access-group {access-list-number | access-list-name} {in | out}; ip access-list {standard | extended} access-list-number | access-list-name; ipconfig /all; ip ospf process-id area area-id,"• access-class {access-list-number | access-list-name} {in | out} — restricts incoming and outgoing connections between a particular virtual terminal (VTY) and the addresses in an access list
• access-list access-list-number {deny | permit} source-address source-wildcard — creates an ACL that denies or permits Internet Protocol (IP) traffic from the specified address or address range
• configure terminal — enters global configuration mode from privileged EXEC mode
• [sequence-number] [deny | permit] [host ip-address | source source-wildcard | any] [log | log-input] — specifies conditions under which a packet cannot pass the access list
• deny any — denies any packets not explicitly permitted by an ACL
• enable — enters privileged EXEC mode
• enable password password — sets the enable password
• enable secret password — sets the enable secret password
• end — ends and exits configuration mode
• exit — exits one level in the menu structure
• interface type number — changes from global configuration mode to interface configuration mode
• interface range type/number - number — changes from global configuration mode to interface range configuration mode
• ip access-group {access-list-number | access-list-name} {in | out} — controls access to an interface
• ip access-list {standard | extended} access-list-number | access-list-name — defines an IP access list by name
• ipconfig /all — is used in NetSim to display the IP addresses and Media Access Control (MAC) address on a workstation
• ip ospf process-id area area-id — places an interface in a specified Open Shortest Path First (OSPF) process and area",Task 1: Configure Port Security | Task 2: Configure User Accounts and Encrypted Passwords | Task 3: Configure ACLs,3,16,"ACLs, Device Basics, IPv4 Addressing, Interface Configuration, OSPF, Password Security"
100,Compare a Traditional Network to a Controller-Based Network,"Networks can be divided into two types depending on where network decisions are made and how devices in the network are managed. In a traditional network, network flow decisions are made by multiple routers in a decentralized fashion. In a controller-based network, flow decisions are made by a central controller.",,,Task 1: Compare a Traditional Network to a Controller-Based Network,1,0,
